NAME,SEX,DOB,AGE,HEIGHT,WEIGHT,BMI,AVATAR,AVATAR_ID,REGION
赵晓璐,Female,1985-8-21,35.0,1.65,45.0,16.53,https://image.ijq.tv/201506/02/15-05-25-35-10.jpg,15-05-25-35-10.jpg,ChinaMainland
赵晓苏,Male,1986-4-29,34.0,1.79,65.0,20.29,https://image.ijq.tv/201705/28/15-30-23-25-10.jpg,15-30-23-25-10.jpg,ChinaMainland
赵本山,Male,1957-10-2,63.0,1.75,70.0,22.86,https://image.ijq.tv/201501/21/14-14-10-84-7.jpg,14-14-10-84-7.jpg,ChinaMainland
赵柯,Female,1983-2-13,37.0,1.67,49.0,17.57,https://image.ijq.tv/201411/25/15-00-44-39-13.jpg,15-00-44-39-13.jpg,ChinaMainland
赵樱子,Female,1990-12-16,30.0,1.7,52.0,17.99,https://image.ijq.tv/201503/24/14-12-25-20-10.jpg,14-12-25-20-10.jpg,ChinaMainland
赵欣颖,Female,1990-1-6,31.0,1.7,51.0,17.65,https://image.ijq.tv/202002/26/11-50-45-17-1.png,11-50-45-17-1.png,ChinaMainland
赵正锡,Male,1980-12-26,40.0,1.75,60.0,19.59,https://image.ijq.tv/201608/21/17-03-12-61-25.png,17-03-12-61-25.png,Korea
赵正阳,Male,1988-1-28,32.0,1.76,55.0,17.76,https://image.ijq.tv/201504/18/10-23-56-57-8.jpg,10-23-56-57-8.jpg,ChinaMainland
赵毅,Male,1975-12-8,45.0,1.75,55.0,17.96,https://image.ijq.tv/201505/25/16-22-58-47-12.jpg,16-22-58-47-12.jpg,ChinaMainland
赵毅新,Male,1988-1-2,33.0,1.82,71.0,21.43,https://image.ijq.tv/201505/04/10-30-12-43-16.jpg,10-30-12-43-16.jpg,ChinaMainland
赵汉哲,Male,1973-5-13,47.0,1.82,71.0,21.43,https://image.ijq.tv/201504/30/14-13-41-75-11.jpg,14-13-41-75-11.jpg,Korea
赵汉善,Male,1981-6-17,39.0,1.87,73.0,20.88,https://image.ijq.tv/201908/14/17-10-59-29-46.jpg,17-10-59-29-46.jpg,Korea
赵泓晨,Male,1990-2-26,30.0,1.76,68.0,21.95,https://image.ijq.tv/201709/13/15-02-23-72-10.jpg,15-02-23-72-10.jpg,ChinaMainland
赵泳鑫,Male,1988-8-25,32.0,1.82,68.0,20.53,https://image.ijq.tv/201810/21/17-12-11-14-40.jpg,17-12-11-14-40.jpg,ChinaMainland
赵泽帆,Male,1997-9-21,23.0,1.91,67.0,18.37,https://image.ijq.tv/201907/23/17-30-52-98-47.png,17-30-52-98-47.png,ChinaMainland
赵海燕,Female,1974-1-11,47.0,1.68,56.0,19.84,https://image.ijq.tv/201912/30/16-14-12-80-46.jpg,16-14-12-80-46.jpg,ChinaMainland
赵涛,Female,1978-1-28,42.0,1.66,48.0,17.42,https://image.ijq.tv/201506/27/13-56-02-15-16.png,13-56-02-15-16.png,ChinaMainland
赵滨,Male,1978-5-30-,42.0,1.78,55.0,17.36,https://image.ijq.tv/201707/11/11-51-14-66-10.jpg,11-51-14-66-10.jpg,ChinaMainland
赵炫棋,Male,1994-1-11,26.0,1.82,65.0,19.62,https://image.ijq.tv/201706/13/11-16-54-44-26.jpg,11-16-54-44-26.jpg,ChinaMainland
赵炳锐,Male,1984-11-5,36.0,1.76,65.0,20.98,https://image.ijq.tv/201908/06/09-58-15-98-46.jpg,09-58-15-98-46.jpg,ChinaMainland
赵珞然,Female,1996-3-16,24.0,1.62,47.0,17.91,https://image.ijq.tv/201806/01/15-20-16-30-10.jpg,15-20-16-30-10.jpg,ChinaMainland
赵秀蕾,Female,1996-2-15,24.0,1.64,45.0,16.73,https://image.ijq.tv/201706/03/16-59-36-32-19.png,16-59-36-32-19.png,ChinaMainland
赵科,Male,1982-2-6,38.0,1.82,65.0,19.62,https://image.ijq.tv/201809/25/10-19-48-63-43.jpg,10-19-48-63-43.jpg,ChinaMainland
赵秦,Female,1985-1-13,35.0,1.65,50.0,18.37,https://image.ijq.tv/201504/18/13-48-26-47-10.jpg,13-48-26-47-10.jpg,ChinaMainland
赵粤,Female,1995-4-29,25.0,1.67,47.0,16.85,https://image.ijq.tv/201812/19/16-22-28-99-40.jpg,16-22-28-99-40.jpg,ChinaMainland
赵羚,Female,1991-2-21,29.0,1.65,45.0,16.53,https://image.ijq.tv/201909/30/12-02-11-61-47.png,12-02-11-61-47.png,ChinaMainland
赵聪,Female,1984-1-1,37.0,1.64,47.0,17.47,https://image.ijq.tv/201503/09/14-04-53-12-10.jpg,14-04-53-12-10.jpg,ChinaMainland
赵胤熙,Female,1982-10-13,38.0,1.7,48.0,16.61,https://image.ijq.tv/201505/16/09-56-13-26-11.jpg,09-56-13-26-11.jpg,Korea
赵艺,Female,1997-1-24,23.0,1.67,40.0,14.34,https://image.ijq.tv/201706/02/09-48-07-87-26.jpg,09-48-07-87-26.jpg,ChinaMainland
赵芮,Female,1973-9-4,47.0,1.68,53.0,18.78,https://image.ijq.tv/201502/11/13-41-14-57-10.jpg,13-41-14-57-10.jpg,ChinaMainland
赵芮菡,Female,1996-2-6,24.0,1.68,50.0,17.72,https://image.ijq.tv/201905/22/17-07-05-87-46.jpg,17-07-05-87-46.jpg,ChinaMainland
赵芷柠,Female,2001-1-18,19.0,1.51,30.0,13.16,https://image.ijq.tv/201609/18/14-15-27-71-26.jpg,14-15-27-71-26.jpg,ChinaMainland
赵若汐,Female,1994-9-30,26.0,1.65,45.0,16.53,https://image.ijq.tv/201709/23/11-18-31-35-26.jpg,11-18-31-35-26.jpg,ChinaMainland
赵英博,Male,1997-8-21,23.0,1.84,60.0,17.72,https://image.ijq.tv/201707/04/14-17-57-95-19.png,14-17-57-95-19.png,ChinaMainland
赵茹珍,Female,1981-2-10,39.0,1.63,47.0,17.69,https://image.ijq.tv/201507/06/16-50-45-57-12.jpg,16-50-45-57-12.jpg,Korea
赵荀,Male,1984-8-9,36.0,1.76,75.0,24.21,https://image.ijq.tv/201504/28/16-40-53-37-11.png,16-40-53-37-11.png,ChinaMainland
赵蕴卓,Female,2006-3-29,14.0,1.65,41.0,15.06,https://image.ijq.tv/201807/08/15-56-10-29-10.jpg,15-56-10-29-10.jpg,ChinaMainland
赵蕾,Female,1981-11-8,39.0,1.64,54.0,20.08,https://image.ijq.tv/201512/25/11-21-34-80-12.jpg,11-21-34-80-12.jpg,ChinaMainland
赵薇,Female,1976-3-12,44.0,1.65,48.0,17.63,https://www.ijq.tv/file/upload/202009/26/10-52-38-18-1.png,10-52-38-18-1.png,ChinaMainland
赵让,Male,2001-4-24,19.0,1.86,70.0,20.23,https://image.ijq.tv/201907/17/10-49-39-11-46.jpg,10-49-39-11-46.jpg,ChinaMainland
赵诚宇,Male,1992-12-7,28.0,1.8,65.0,20.06,https://image.ijq.tv/201807/15/10-24-42-53-26.jpg,10-24-42-53-26.jpg,ChinaMainland
赵谨俨,Male,1993-1-31,27.0,1.77,60.0,19.15,https://image.ijq.tv/201908/19/11-58-39-13-47.png,11-58-39-13-47.png,ChinaMainland
赵越,Female,1965-11-12,55.0,1.68,52.0,18.42,https://image.ijq.tv/201505/20/16-34-10-51-12.jpg,16-34-10-51-12.jpg,ChinaMainland
赵越,Female,1965-11-12,55.0,1.68,52.0,18.42,https://image.ijq.tv/201505/20/16-34-10-51-12.jpg,16-34-10-51-12.jpg,ChinaMainland
赵越,Male,1994-2-4,26.0,1.79,75.0,23.41,https://image.ijq.tv/201807/04/09-51-29-81-10.jpg,09-51-29-81-10.jpg,ChinaMainland
赵越,Male,1994-2-4,26.0,1.79,75.0,23.41,https://image.ijq.tv/201807/04/09-51-29-81-10.jpg,09-51-29-81-10.jpg,ChinaMainland
赵达,Male,1980-7-22,40.0,1.8,68.0,20.99,https://image.ijq.tv/201611/15/15-40-30-55-19.png,15-40-30-55-19.png,ChinaMainland
赵锦焘,Male,1978-11-26,42.0,1.78,70.0,22.09,https://image.ijq.tv/201411/26/16-19-14-41-7.jpg,16-19-14-41-7.jpg,ChinaMainland
赵闪闪,Female,1996-8-17,24.0,1.69,45.0,15.76,https://image.ijq.tv/201811/18/11-11-12-62-26.jpg,11-11-12-62-26.jpg,ChinaMainland
赵阳,Female,1976-9-11,44.0,1.77,65.0,20.75,https://image.ijq.tv/201504/22/10-46-48-49-10.jpg,10-46-48-49-10.jpg,ChinaMainland
赵雅淇,Male,1989-5-20,31.0,1.74,52.0,17.18,https://image.ijq.tv/201611/18/10-04-35-70-26.jpg,10-04-35-70-26.jpg,ChinaMainland
赵雅莉,Female,1983-3-26,37.0,1.7,50.0,17.3,https://image.ijq.tv/201906/03/16-27-10-85-53.png,16-27-10-85-53.png,ChinaMainland
赵雨菁,Female,1986-9-15,34.0,1.68,52.0,18.42,https://image.ijq.tv/201505/12/15-15-50-12-8.jpg,15-15-50-12-8.jpg,ChinaMainland
赵雪莲,Female,1980-1-24,40.0,1.71,50.0,17.1,https://image.ijq.tv/201503/21/16-03-09-98-10.jpg,16-03-09-98-10.jpg,ChinaMainland
赵雷棋,Male,1983-05-11,37.0,1.83,80.0,23.89,https://image.ijq.tv/201503/19/14-04-44-29-8.jpg,14-04-44-29-8.jpg,ChinaMainland
赵震宇,Male,1985-3-1,35.0,1.83,78.0,23.29,https://image.ijq.tv/201709/22/11-40-54-36-10.jpg,11-40-54-36-10.jpg,ChinaMainland
赵露思,Male,1998-11-9,22.0,1.65,42.0,15.43,https://image.ijq.tv/201707/21/16-17-04-55-26.jpg,16-17-04-55-26.jpg,ChinaMainland
赵顺然,Male,1995-4-16,25.0,1.78,60.0,18.94,https://image.ijq.tv/201611/18/15-30-12-98-26.jpg,15-30-12-98-26.jpg,ChinaMainland
赵魏,Male,1986-10-3,34.0,1.8,68.0,20.99,https://image.ijq.tv/201508/28/11-07-10-24-16.png,11-07-10-24-16.png,ChinaMainland
赵鸿飞,Male,1978-7-9,42.0,1.77,52.0,16.6,https://image.ijq.tv/201507/22/15-41-45-76-8.jpg,15-41-45-76-8.jpg,ChinaMainland
赵鹏,Male,1983-6-20,37.0,1.83,75.0,22.4,https://www.ijq.tv/file/upload/202010/21/11-07-22-55-65.png,11-07-22-55-65.png,ChinaMainland
路宏,Male,1991-1-11,29.0,1.85,70.0,20.45,https://image.ijq.tv/201707/12/11-25-19-79-10.jpg,11-25-19-79-10.jpg,ChinaMainland
路斯明,Male,1977-5-8,43.0,1.83,90.0,26.87,https://www.ijq.tv/file/upload/202008/24/10-38-46-73-68.jpg,10-38-46-73-68.jpg,US
车仁表,Male,1967-10-14,53.0,1.8,72.0,22.22,https://image.ijq.tv/202004/23/18-50-12-21-1.png,18-50-12-21-1.png,Korea
车太贤,Male,1976-3-25,44.0,1.75,76.0,24.82,https://image.ijq.tv/201503/04/14-28-06-99-11.jpg,14-28-06-99-11.jpg,Korea
车婉婉,Female,1974-12-28,46.0,1.73,53.0,17.71,https://image.ijq.tv/201504/22/17-11-24-37-14.png,17-11-24-37-14.png,ChinaMainland
车学沇,Male,1990-06-30,30.0,1.8,62.0,19.14,https://image.ijq.tv/201811/06/16-10-27-61-40.jpg,16-10-27-61-40.jpg,Korea
车晓,Female,1982-6-12,38.0,1.7,50.0,17.3,https://image.ijq.tv/201411/08/14-05-12-76-14.jpg,14-05-12-76-14.jpg,ChinaMainland
车永莉,Female,1980-1-28,40.0,1.65,46.0,16.9,https://image.ijq.tv/201502/07/14-16-26-43-13.jpg,14-16-26-43-13.jpg,ChinaMainland
车秀妍,Female,1981-8-15,39.0,1.66,47.0,17.06,https://image.ijq.tv/201507/28/14-17-19-93-8.jpg,14-17-19-93-8.jpg,Korea
车胜元,Male,1970-6-7,50.0,1.85,75.0,21.91,https://image.ijq.tv/201506/10/09-32-32-17-14.png,09-32-32-17-14.png,Korea
车艺莲,Female,1985-7-16,35.0,1.72,48.0,16.22,https://image.ijq.tv/201506/05/09-16-21-86-13.jpg,09-16-21-86-13.jpg,Korea
车银优,Male,1997-3-30,23.0,1.83,60.0,17.92,https://image.ijq.tv/201801/10/11-04-13-39-26.jpg,11-04-13-39-26.jpg,Korea
轩轩,Male,2011-6-27,9.0,1.5,23.0,10.22,https://image.ijq.tv/201507/21/10-37-54-64-12.jpg,10-37-54-64-12.jpg,HongKong
辉灿,Male,1988-6-8,32.0,1.8,65.0,20.06,https://image.ijq.tv/201504/14/15-56-14-16-10.jpg,15-56-14-16-10.jpg,Korea
辛新,Male,1987-1-26,33.0,1.76,56.0,18.08,https://image.ijq.tv/201507/11/10-40-14-11-12.jpg,10-40-14-11-12.jpg,ChinaMainland
辛柏青,Male,1973-6-20,47.0,1.82,68.0,20.53,https://image.ijq.tv/201411/16/23-29-42-47-1.jpg,23-29-42-47-1.jpg,ChinaMainland
辛瑞琪,Female,1997-2-19,23.0,1.66,45.0,16.33,https://image.ijq.tv/201706/09/16-50-45-77-19.png,16-50-45-77-19.png,ChinaMainland
辛芷蕾,Female,1986-4-8,34.0,1.68,45.0,15.94,https://image.ijq.tv/201705/11/10-59-32-34-26.jpg,10-59-32-34-26.jpg,ChinaMainland
辛诗琪,Female,1995-9-22,25.0,1.67,45.0,16.14,https://image.ijq.tv/201908/07/11-07-14-25-47.png,11-07-14-25-47.png,ChinaMainland
辛迪·克劳馥,Female,1966-2-20,54.0,1.77,59.0,18.83,https://www.ijq.tv/file/upload/202007/30/14-15-47-88-68.png,14-15-47-88-68.png,US
辛雨锡,Female,1991-8-1,29.0,1.68,48.0,17.01,https://image.ijq.tv/201607/16/10-55-26-66-19.png,10-55-26-66-19.png,ChinaMainland
辛鹏,Male,1992-11-11,28.0,1.83,65.0,19.41,https://image.ijq.tv/201704/29/14-20-36-59-19.png,14-20-36-59-19.png,ChinaMainland
辛鹏,Male,1992-11-11,28.0,1.83,65.0,19.41,https://image.ijq.tv/201704/29/14-20-36-59-19.png,14-20-36-59-19.png,ChinaMainland
辛鹏,Male,1992-11-11,28.0,1.83,65.0,19.41,https://image.ijq.tv/201704/29/14-20-36-59-19.png,14-20-36-59-19.png,ChinaMainland
辛鹏,Male,1992-11-11,28.0,1.83,65.0,19.41,https://image.ijq.tv/201704/29/14-20-36-59-19.png,14-20-36-59-19.png,ChinaMainland
辣目洋子,Female,1995-8-24,25.0,1.62,62.0,23.62,https://image.ijq.tv/201812/26/15-33-02-96-10.jpg,15-33-02-96-10.jpg,ChinaMainland
辰亦儒,Male,1980-11-10,40.0,1.78,65.0,20.52,https://image.ijq.tv/201504/15/11-34-00-70-7.jpg,11-34-00-70-7.jpg,ChinaMainland
边伯贤,Male,1992-5-6,28.0,1.82,56.0,16.91,https://image.ijq.tv/201704/01/14-49-53-51-26.jpg,14-49-53-51-26.jpg,ChinaMainland
边天扬,Male,2003-2-19,17.0,1.83,65.0,19.41,https://image.ijq.tv/201911/06/11-52-15-56-47.png,11-52-15-56-47.png,ChinaMainland
边强,Male,1979-1-24,41.0,1.92,86.0,23.33,https://www.ijq.tv/file/upload/202007/20/20-12-09-76-67.jpg,20-12-09-76-67.jpg,ChinaMainland
边潇潇,Female,1981-10-6,39.0,1.63,50.0,18.82,https://image.ijq.tv/201703/06/13-57-18-84-26.jpg,13-57-18-84-26.jpg,ChinaMainland
边熙蕾,Female,1999-9-13,21.0,1.67,45.0,16.14,https://image.ijq.tv/201908/29/15-58-29-38-47.png,15-58-29-38-47.png,ChinaMainland
达伦·科里森,Male,1987-8-23,33.0,1.83,79.0,23.59,https://www.ijq.tv/file/upload/202007/20/15-35-12-50-65.png,15-35-12-50-65.png,US
达科塔·约翰逊,Female,1989-10-4,31.0,1.71,52.0,17.78,https://www.ijq.tv/file/upload/202007/27/09-55-14-13-65.png,09-55-14-13-65.png,US
达科塔·范宁,Female,1994-2-23,26.0,1.64,56.0,20.82,https://www.ijq.tv/file/upload/202007/23/10-02-38-79-65.png,10-02-38-79-65.png,US
达米恩·威尔金斯,Male,1980-1-11,41.0,1.98,102.0,26.02,https://www.ijq.tv/file/upload/202007/20/19-22-45-17-67.jpg,19-22-45-17-67.jpg,US
达蒙·斯塔德迈尔,Male,1973-9-3,47.0,1.78,78.0,24.62,https://www.ijq.tv/file/upload/202007/20/12-58-02-31-65.png,12-58-02-31-65.png,US
迈克·康利,Male,1987-10-11,33.0,1.85,175.0,51.13,https://www.ijq.tv/file/upload/202007/19/17-08-07-82-67.jpg,17-08-07-82-67.jpg,US
迈克尔·乔丹,Male,1963-2-17,57.0,1.98,216.0,55.1,https://www.ijq.tv/file/upload/202007/23/13-31-02-20-67.jpg,13-31-02-20-67.jpg,US
迈克尔·比斯利,Male,1989-1-9,31.0,2.0,107.0,26.75,https://image.ijq.tv/202007/15/13-57-54-61-66.png,13-57-54-61-66.png,US
迈克尔·芬利,Male,1973-3-6,47.0,2.0,102.0,25.5,https://www.ijq.tv/file/upload/202007/20/11-29-12-42-65.png,11-29-12-42-65.png,US
远明,Male,1980-8-21,40.0,1.8,70.0,21.6,https://image.ijq.tv/201610/17/13-41-03-61-10.jpg,13-41-03-61-10.jpg,US
远藤保仁,Male,1980-1-28,40.0,1.78,75.0,23.67,https://www.ijq.tv/file/upload/202011/29/21-32-25-15-68.png,21-32-25-15-68.png,Japan
连俞涵,Female,1987-11-26,33.0,1.56,42.0,17.26,https://image.ijq.tv/201907/03/11-50-02-43-46.jpg,11-50-02-43-46.jpg,Taiwan
连凯,Male,1969-8-7,51.0,1.75,68.0,22.2,https://image.ijq.tv/201412/23/10-38-22-59-12.jpg,10-38-22-59-12.jpg,Taiwan
连奕名,Male,1972-7-7,48.0,1.79,65.0,20.29,https://image.ijq.tv/201501/30/11-49-54-77-13.jpg,11-49-54-77-13.jpg,ChinaMainland
连晨翔,Male,1992-1-3,29.0,1.82,68.0,20.53,https://image.ijq.tv/201608/31/11-37-03-58-28.jpg,11-37-03-58-28.jpg,Taiwan
迟佳,Male,1983-06-22,37.0,1.79,66.0,20.6,https://image.ijq.tv/201504/14/15-00-21-71-13.jpg,15-00-21-71-13.jpg,ChinaMainland
迟嘉,Male,1983-6-22,37.0,1.79,66.0,20.6,https://image.ijq.tv/201706/13/15-25-18-70-10.jpg,15-25-18-70-10.jpg,ChinaMainland
迟宁宁,Female,1994-6-5,26.0,1.72,47.0,15.89,https://image.ijq.tv/201703/22/10-43-41-82-34.jpg,10-43-41-82-34.jpg,ChinaMainland
迟帅,Male,1980-11-14,40.0,1.8,65.0,20.06,https://image.ijq.tv/201501/22/11-27-15-28-8.jpg,11-27-15-28-8.jpg,ChinaMainland
迟志强,Male,1958-10-16,62.0,1.77,56.0,17.87,https://image.ijq.tv/201507/10/11-02-18-30-12.jpg,11-02-18-30-12.jpg,ChinaMainland
迟立静,Female,1983-3-10,37.0,1.64,46.0,17.1,https://image.ijq.tv/201503/24/11-32-06-22-8.jpg,11-32-06-22-8.jpg,ChinaMainland
迪丽娜尔,Male,1991-01-05,30.0,1.65,45.0,16.53,https://image.ijq.tv/201505/30/14-38-57-98-14.png,14-38-57-98-14.png,ChinaMainland
迪丽热巴,Female,1992-6-3,28.0,1.69,50.0,17.51,https://image.ijq.tv/201911/28/11-53-42-73-46.jpg,11-53-42-73-46.jpg,ChinaMainland
迪安娜·阿格隆,Female,1986-4-30,34.0,1.68,52.0,18.42,https://www.ijq.tv/file/upload/202008/04/17-02-57-45-65.png,17-02-57-45-65.png,US
迪肖恩·史蒂文森,Male,1981-4-3,39.0,1.96,99.0,25.77,https://www.ijq.tv/file/upload/202007/20/15-57-25-34-65.png,15-57-25-34-65.png,US
迪肯贝·穆托姆博,Male,1966-6-25,54.0,2.0,121.0,30.25,https://www.ijq.tv/file/upload/202007/17/15-04-20-74-66.png,15-04-20-74-66.png,US
逯恣祯,Female,1984-10-25,36.0,1.63,53.0,19.95,https://image.ijq.tv/201510/12/15-47-44-17-12.jpg,15-47-44-17-12.jpg,ChinaMainland
道恩·强森,Male,1972-5-2,48.0,1.95,118.0,31.03,https://image.ijq.tv/201506/05/10-35-36-48-8.jpg,10-35-36-48-8.jpg,US
邓丽欣,Female,1983-10-15,37.0,1.62,49.0,18.67,https://image.ijq.tv/201502/07/13-31-04-11-14.jpg,13-31-04-11-14.jpg,ChinaMainland
邓九云,Female,1983-2-26,37.0,1.66,51.0,18.51,https://image.ijq.tv/201506/02/16-58-43-12-14.png,16-58-43-12-14.png,ChinaMainland
邓伦,Male,1992-10-21,28.0,1.85,70.0,20.45,https://image.ijq.tv/201710/08/14-17-53-54-26.jpg,14-17-53-54-26.jpg,ChinaMainland
邓婕,Male,1957-10-22,63.0,1.62,51.0,19.43,https://image.ijq.tv/201507/27/11-31-44-14-12.jpg,11-31-44-14-12.jpg,ChinaMainland
邓宁,Male,1986-4-29,34.0,1.78,56.0,17.67,https://image.ijq.tv/201507/11/09-51-50-20-12.jpg,09-51-50-20-12.jpg,ChinaMainland
邓安奇,Male,1984-3-30,36.0,1.76,64.0,20.66,https://image.ijq.tv/201503/30/14-19-51-30-8.jpg,14-19-51-30-8.jpg,ChinaMainland
邓家佳,Female,1983-5-17,37.0,1.67,45.0,16.14,https://image.ijq.tv/201504/14/15-10-40-29-14.jpg,15-10-40-29-14.jpg,ChinaMainland
邓家佳,Female,1983-5-17,37.0,1.67,45.0,16.14,https://image.ijq.tv/201504/14/15-10-40-29-14.jpg,15-10-40-29-14.jpg,ChinaMainland
邓小飞,Male,1983-5-31,37.0,1.85,78.0,22.79,https://www.ijq.tv/file/upload/202011/24/10-31-43-95-68.png,10-31-43-95-68.png,ChinaMainland
邓尚,Male,1995-02-08,25.0,1.8,65.0,20.06,https://image.ijq.tv/201812/06/13-45-20-23-26.jpg,13-45-20-23-26.jpg,ChinaMainland
邓恩熙,Female,2005-4-18,15.0,1.66,45.0,16.33,https://image.ijq.tv/201703/08/11-19-18-67-19.png,11-19-18-67-19.png,ChinaMainland
邓欣,Female,1991-9-24,29.0,1.66,47.0,17.06,https://image.ijq.tv/201509/22/09-23-04-18-16.png,09-23-04-18-16.png,ChinaMainland
邓泽鸣,Male,2000-8-28,20.0,1.84,60.0,17.72,https://image.ijq.tv/201912/26/15-23-03-18-47.png,15-23-03-18-47.png,ChinaMainland
邓立民,Male,1959-1-1,62.0,1.74,66.0,21.8,https://image.ijq.tv/202001/14/17-20-32-98-46.jpg,17-20-32-98-46.jpg,ChinaMainland
邓紫棋,Female,1991-8-16,29.0,1.6,47.0,18.36,https://image.ijq.tv/201610/27/14-51-12-35-34.jpg,14-51-12-35-34.jpg,ChinaMainland
邓紫衣,Female,1985-1-1,36.0,1.64,48.0,17.85,https://image.ijq.tv/201504/22/10-40-02-87-14.png,10-40-02-87-14.png,ChinaMainland
邓英,Female,1976-11-21,44.0,1.69,52.0,18.21,https://image.ijq.tv/201511/04/16-14-09-13-10.jpg,16-14-09-13-10.jpg,ChinaMainland
邓莎,Female,1985-12-8,35.0,1.65,50.0,18.37,https://image.ijq.tv/201502/09/17-13-03-67-8.jpg,17-13-03-67-8.jpg,ChinaMainland
邓萃雯,Female,1966-3-2,54.0,1.64,52.0,19.33,https://image.ijq.tv/201704/21/15-58-12-85-19.png,15-58-12-85-19.png,HongKong
邓超,Male,1979-02-08,41.0,1.78,73.0,23.04,https://image.ijq.tv/201609/09/11-01-03-49-19.png,11-01-03-49-19.png,ChinaMainland
邓超元,Male,1997-5-6,23.0,1.87,65.0,18.59,https://image.ijq.tv/201908/05/11-25-07-71-47.png,11-25-07-71-47.png,ChinaMainland
邓钢,Male,1967-11-20,53.0,1.78,75.0,23.67,https://image.ijq.tv/202001/08/11-53-46-84-46.jpg,11-53-46-84-46.jpg,ChinaMainland
邝洁楹,Female,1992-7-2,28.0,1.76,48.0,15.5,https://image.ijq.tv/201907/03/16-40-09-43-47.png,16-40-09-43-47.png,HongKong
邢佳栋,Male,1972-7-1,48.0,1.81,68.0,20.76,https://image.ijq.tv/201504/01/11-14-52-69-10.jpg,11-14-52-69-10.jpg,ChinaMainland
邢佳栋,Male,1972-7-1,48.0,1.81,68.0,20.76,https://image.ijq.tv/201504/01/11-14-52-69-10.jpg,11-14-52-69-10.jpg,ChinaMainland
邢城,Male,1986-1-28,34.0,1.82,70.0,21.13,https://image.ijq.tv/201909/16/17-15-45-29-47.png,17-15-45-29-47.png,ChinaMainland
邢宇菲,Female,1981-10-7,39.0,1.7,52.0,17.99,https://image.ijq.tv/201507/29/16-05-31-85-7.jpg,16-05-31-85-7.jpg,ChinaMainland
邢岷山,Male,1965-8-22,55.0,1.8,75.0,23.15,https://image.ijq.tv/201907/11/11-45-22-87-46.jpg,11-45-22-87-46.jpg,ChinaMainland
邢恩,Female,1990-12-9,30.0,1.71,48.0,16.42,https://image.ijq.tv/201901/15/10-23-10-86-26.jpg,10-23-10-86-26.jpg,ChinaMainland
邢昭林,Male,1996-07-22,24.0,1.87,72.0,20.59,https://www.ijq.tv/file/upload/202012/22/13-37-47-57-1.png,13-37-47-57-1.png,ChinaMainland
邢瀚卿,Male,1980,41.0,1.81,65.0,19.84,https://image.ijq.tv/201507/11/10-33-28-74-16.png,10-33-28-74-16.png,ChinaMainland
邢菲,Female,1994-10-1,26.0,1.64,45.0,16.73,https://image.ijq.tv/201802/09/14-17-11-55-39.jpg,14-17-11-55-39.jpg,ChinaMainland
那威,Male,1968-5-6,52.0,1.72,78.0,26.37,https://image.ijq.tv/201510/10/15-22-48-32-12.jpg,15-22-48-32-12.jpg,ChinaMainland
那家威,Male,1983-3-31,37.0,1.78,80.0,25.25,https://image.ijq.tv/201812/07/14-16-28-10-10.jpg,14-16-28-10-10.jpg,ChinaMainland
那志东,Male,1974-4-12,46.0,1.82,75.0,22.64,https://image.ijq.tv/201911/29/14-10-37-66-47.png,14-10-37-66-47.png,ChinaMainland
那英,Female,1967-11-27,53.0,1.68,46.0,16.3,https://image.ijq.tv/201409/23/15-23-16-22-12.jpg,15-23-16-22-12.jpg,ChinaMainland
邦奇·威尔斯,Male,1976-9-20,44.0,1.96,95.0,24.73,https://image.ijq.tv/202007/15/13-05-37-48-67.jpg,13-05-37-48-67.jpg,US
邬倩倩,Female,1955-7-29,65.0,1.63,48.0,18.07,https://image.ijq.tv/201504/28/13-48-05-86-12.jpg,13-48-05-86-12.jpg,ChinaMainland
邬君梅,Female,1967-2-5,53.0,1.67,52.0,18.65,https://image.ijq.tv/201411/22/11-16-04-15-8.jpg,11-16-04-15-8.jpg,ChinaMainland
邬靖靖,Female,1991-6-6,29.0,1.69,48.0,16.81,https://image.ijq.tv/201501/19/13-40-33-77-8.jpg,13-40-33-77-8.jpg,ChinaMainland
邱凯伟,Male,1976-12-18,44.0,1.77,68.0,21.71,https://image.ijq.tv/202001/02/11-00-58-29-47.png,11-00-58-29-47.png,Taiwan
邱士鉴,Male,1982-8-21,38.0,1.75,65.0,21.22,https://image.ijq.tv/201508/19/09-17-14-14-10.jpg,09-17-14-14-10.jpg,ChinaMainland
邱心志,Female,1968-3-31,52.0,1.78,70.0,22.09,https://image.ijq.tv/201412/19/15-21-47-20-10.jpg,15-21-47-20-10.jpg,Taiwan
邱意浓,Female,1987-10-08,33.0,1.72,49.0,16.56,https://image.ijq.tv/201704/13/16-31-56-17-19.png,16-31-56-17-19.png,ChinaMainland
邱昊奇,Female,1988-2-10,32.0,1.83,65.0,19.41,https://image.ijq.tv/201912/24/17-30-37-61-47.png,17-30-37-61-47.png,ChinaMainland
邱木翰,Male,1989-7-12,31.0,1.86,66.0,19.08,https://image.ijq.tv/201509/22/09-43-53-15-17.png,09-43-53-15-17.png,ChinaMainland
邱林,Female,1990-8-16,30.0,1.67,46.0,16.49,https://image.ijq.tv/201706/22/16-10-38-60-19.png,16-10-38-60-19.png,ChinaMainland
邱柏皓,Male,1993-1-8,27.0,1.82,65.0,19.62,https://image.ijq.tv/201912/17/15-16-44-76-47.png,15-16-44-76-47.png,ChinaMainland
